Sentiment,News Headline
neutral,28 January 2011 - Finnish technology center operator Technopolis Oyj (HEL : TPS1V)said today it will invest EUR22 .5 m in the construction of the second phase of an office facility in Tampere .
neutral,- Tikkurila inspires you to color your life .
neutral,The changes in readership were not significant .
positive,"In the second quarter of 2010 , the group 's pretax loss narrowed to EUR 400,000 from EUR 600,000 ."
neutral,The indexes include the top companies that are committed to sustainable development .
neutral,"In the financial statement for the first quarter of 2010 , Tikkurila is reported under discontinued operations ."
neutral,The terms and conditions of Stock Option Scheme 2004 are available on the Group 's website .
neutral,"After completion of the acquisition , Poyry 's oil and gas expertise will cover multi-discipline engineering and consulting services across the complete oil and gas asset lifecycle , including deepwater engineering services ."
neutral,The acquisition is part of Ramirent 's Central and Eastern European growth strategy .
negative,The union filed a grievance over the company 's overtime assignment policies .
neutral,Pharmaceuticals - Italy This brand-new market analysis gives a clear overview of the actual situation and future outlook of the pharmaceutical market in Italy .
positive,Cargotec Germany GmbH has been awarded a contract by Stadtverwaltung Mainz for chassis bodies under Open procedure .
neutral,"Alpina Sports is a Lebanon , New Hampshire USA based distributor of e.g. Alpina ski shoes and skis , Exel ski poles , Start ski waxes and now also Peltonen cross-country skis ."
neutral,"As a result , the number of personnel in Finland will be reduced by 158 ."
neutral,"The firm 's services include copying , printing , CAD-modelling , digital printing , scanning , SokoPro project bank and courier services ."
neutral,"However , the production is almost entirely very labor intensive and based on small investments only ."
neutral,"The acquisition was financed with $ 2.56 billion of debt arranged by Goldman , Sachs & Co. ."
neutral,"Our customers include companies in the energy and process industry sectors , in particular ."
neutral,`` Ruukki is now included on DJSI World for the second year running and the European DJSI STOXX for the third year running .
neutral,"The Stena Poseidon is a so-called Panamax tanker , designed to be able to pass through the narrow passages in the Panama Canal 's locks ."
positive,"Besides we have increased the share of meat in various sausages and are offering a number of new tastes in the grill products and shish kebabs segment , '' Paavel said ."
positive,"At the same time , sales development in Russia was boosted by the opening of Stockmann Nevsky Centre in St Petersburg ."
positive,"` Our strategic cooperation with Rentakran brings us new customers and already-working relationships with the authorities of the new territories , ' said Jarmo Laasanen , a senior manager at Cramo ."
positive,"Theodosopoulos said Tellabs could be of value to Nokia Siemens or Nortel given its `` leading supply status '' with Verizon , along with high-growth products ."
neutral,An Android app will be coming soon .
positive,Vacon 's cash flow from operations grew to EUR 37.1 mn from EUR 21.9 mn a year ago .
neutral,"FinancialWire tm is a fully independent , proprietary news wire service ."
negative,"In July-September 2009 , Konecranes ' sales decreased to EUR 368.7 mn from EUR 520.4 mn in July-September 2008 ."
negative,"ADP News - Feb 13 , 2009 - Finnish retailer Kesko Oyj HEL : KESBV said today its total sales , excluding value added tax VAT , stood at EUR 661.3 million USD 853.1 m in January 2009 , down 15.2 % year-on-yea"
neutral,The new shares will provide the shareholders with full shareholder rights .
neutral,Closing of such transaction took place today .
positive,"In the reporting period , the company 's operating profit grew by 43.2 % to EUR 6 million ."
positive,"This is Done Logistics ' largest order in Norway , the diversified group said ."
positive,Net interest income increased by 4.5 % to EUR 31.4 mn from EUR 30.0 mn in 2004 .
positive,"Finnish energy company Fortum Oyj said on November 13 , 2007 it was granted an environmental permit to build a biofuel-fired combined heat and power CHP plant in Vartan harbor in eastern Stockholm ."
neutral,"The hosting mobile terminal guides information flow between itself , the participating terminals , and optionally , with network servers that may assist the hosting mobile terminal ."
neutral,"In addition to supplying a new headbox and a modern sizing and coating unit , Vaahto Group will provide erection supervision , training and start-up services ."
neutral,"The Point Village , designed by Scott Tallon Walker , will include a shopping center , office premises , a hotel and a cinema ."
neutral,"The order consists of outsourced application management , support and planning for Tecnotree and third-party applications ."
neutral,Pohjola and cooperative banks have continued to combine their branch office network .
neutral,There did not seem to be enough hours in a day for Pekkarinen .
positive,"The OMX Helsinki 25 index was up 0.92 pct at 2,518.67 and the Helsinki CAP portfolio index was 0.91 pct higher at 4,711.19 ."
negative,Net sales have been eaten by the weak US dollar .
neutral,"Name of Applicant : Jot Automation OYName of Inventor : Mammila Tuomo , Piirainen Mika and Kellokoski MikaApplication No. : 2424-KOLNP-2008 ADate of filing of Application : 16-06-2008Publication Date : 30/01/2009"
neutral,The bridge will be 1.2 km long and is located between Anasmotet by the road E20 and the new traffic junction in Marieholm by the road E45 .
positive,Finnair was able to operate most of its leisure flights despite the strike .
positive,Managing Director Kari Inkinen says that Sponda 's leasing operations developed highly favourably .
neutral,"The above mentioned shareholders will suggest that a monthly salary of EUR 1,400 would be paid for the Board members outside the company ."
neutral,"Regulatory News : The Nomination Committee of Cybercom ( STO : CYBE ) , which is unanimous in its proposal , proposes the election of Jon Risfelt as the new Chairman of the Board ."
neutral,"The Finnish food concern Atria is about to acquire two Estonian meat processing companies , Woro Kommerts and Vastse-Kuuste Lihatoostus , reported the Official website www.investinestonia.com ."
neutral,You 're not alone .
neutral,YIT Kausta will build commercial and residential highrises in Virsuliskes area .
negative,"Due to the rapid decrease in net sales , personnel reductions have been carried out on a wider scale than initially expected ."
positive,"The company estimates that the trend in demand for sports equipment will be steady in 2006 , '' Amer 's report said ."
neutral,"Of these shares 29,659,239 are held by the Company or its group companies and the number of outstanding shares and voting rights attached to the shares thus amounts to 322,705,218 ."
